REPORT_NUMBER,CRASH_DT,FARS_LANDUSE,FARS_LANDUSE_CD,FARS_FUNCLASS,FARS_FUNCLASS_CD,FARS_OWNERSHIP,FARS_OWNERSHIP_CD,FARS_NHS,FARS_NHS_CD,ROUTE_SIGNAGE,ROUTE_SIGNAGE_CD,SPEED_LIMIT,S4_GEOLOCATION_CURRENT,S4_GEOLOCATION_REVIEW,S4_GEOLOCATION_UPDATED_DATE,LONGITUDE,LATITUDE,TRAFFIC_IDENTIFIER,STATE_ROAD,US_INTERSTATE,MODE
26323284,5/31/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Preliminary,8/26/2025 2:03:16 PM,27.4546888438753,-81.4226172503481,US HIGHWAY 27 S                     ,,,E-Bike
26538495,2/22/2024 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Other,8.0,30.0,Editor,Preliminary,6/19/2025 3:39:03 PM,28.0702506686974,-82.4139205003589,N 42ND ST                           ,,,E-Scooter
26298411,3/10/2024 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,30.0,Editor,Preliminary,4/17/2025 10:39:23 AM,28.4623890240118,-82.1962082429884,TRILBY RD                           ,,,Bicycle
26406332,4/17/2026 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Preliminary,6/22/2026 8:01:52 AM,26.2841918115545,-80.2334917146338,NW 81ST AVE                         ,,,E-Scooter
26346773,5/26/2024 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Lat/long only,Complete,6/3/2026 11:48:07 AM,28.310322242648,-81.6497722403782,UNNAMED RD                          ,,,Bicycle
26195817,3/13/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,On the National Highway System,1.0,Municipality,6.0,45.0,Officer,Complete,5/11/2026 3:23:42 PM,26.5299800228952,-80.0905912393448,N CONGRESS AVE                      ,,,E-Bike
26457099,3/4/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,45.0,Editor,Complete,5/11/2026 4:15:16 PM,28.4509379255931,-81.3821894076413,SAND LAKE RD W                      ,SR 482,,Bicycle
26592084,2/14/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,35.0,Editor,Complete,5/8/2026 10:57:02 AM,25.9858754932965,-80.1367700246615,E HALLANDALE BEACH BLVD             ,SR 858,,E-Scooter
26157923,10/5/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,On the National Highway System,1.0,County Road,4.0,35.0,Editor,Complete,1/13/2025 3:56:44 PM,28.1721700520905,-80.6719450031872,N WICKHAM RD                        ,,,E-Scooter
26542274,6/5/2024 12:00:00 AM,,,,,,,,,,,,Editor,Preliminary,8/7/2024 7:57:54 AM,27.835178072825,-82.3707689248922,SYMMES RD                           ,,,Bicycle
26412219,11/1/2024 12:00:00 AM,,,,,,,,,,,,Editor,Preliminary,4/9/2025 1:33:03 PM,27.4591849688595,-82.53048374164,US-301                              ,,,E-Bike
26407610,9/5/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,5/13/2025 12:55:55 PM,28.440550829464,-81.4035345872141,S ORANGE BLOSSOM TRL                ,,,E-Scooter
26403684,10/12/2024 12:00:00 AM,,,,,,,,,,,,Editor,Preliminary,4/9/2025 1:33:02 PM,27.4246472027669,-82.5754051963001,14TH ST W                           ,,,Bicycle
26416888,9/22/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,55.0,Editor,Complete,12/27/2024 2:18:55 PM,28.1882801686855,-82.3447071324329,SR-56                               ,,,Bicycle
26866512,11/23/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,40.0,Officer,Complete,5/11/2026 4:38:21 PM,27.8076867951612,-82.7001040540982,49TH ST N                           ,CR 611,,E-Bike
26409683,12/27/2024 12:00:00 AM,,,,,,,,,,,,System confident,Preliminary,4/9/2025 1:33:03 PM,27.5649149290559,-82.5650366406582,US-19                               ,,,E-Bike
26729264,4/22/2025 12:00:00 AM,Urban,2.0,Local,7.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,40.0,Editor,Complete,9/29/2025 4:54:35 PM,25.5580891196552,-80.390436405457,BUSWAY                              ,,,E-Scooter
26856221,3/13/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Complete,5/11/2026 4:36:43 PM,26.9103434505754,-80.1066734859226,INDIAN CREEK PKWY                   ,,,E-Bike
26549709,4/7/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,5/11/2026 4:21:09 PM,27.9085859991624,-82.3566538502562,CAMDEN FIELD PKWY                   ,,,E-Bike
26471625,3/13/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,5/11/2026 3:34:54 PM,27.1241486605679,-80.190869047391,SE FEDERAL HWY                      ,SR 5,US 1,E-Bike
26679551,1/30/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,9/2/2025 4:22:33 PM,26.1487935519545,-80.2569922618598,N UNIVERSITY DR                     ,,,E-Scooter
26477151,12/23/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,11/25/2025 12:14:17 PM,27.8940210014809,-82.6901636419571,ULMERTON RD                         ,SR 686,,Bicycle
26289395,5/7/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,25.0,Editor,Preliminary,5/30/2025 10:14:17 AM,30.3766892727273,-86.3489217497705,EMERALD COAST PKWY                  ,,,Bicycle
26469266,1/18/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,5/11/2026 4:18:37 PM,28.5783580586423,-81.3091336203047,N SEMORAN BLVD                      ,SR 436,,Bicycle
26336324,4/10/2024 12:00:00 AM,,,,,State Highway Agency,1.0,,,US Highway,2.0,45.0,Editor,Preliminary,4/28/2025 12:23:14 PM,27.5846637544606,-81.5145585057476,US HIGHWAY 27 S                     ,SR 25,US 27,Bicycle
26589485,2/3/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,40.0,Officer,Complete,5/11/2026 4:24:01 PM,28.302047828187,-80.7221897171275,MURRELL RD                          ,,,E-Scooter
26541964,5/22/2024 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Preliminary,8/6/2025 10:40:25 AM,27.8247243384765,-82.3004760197692,BALM RIVERVIEW RD                   ,,,E-Bike
26378692,8/28/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Preliminary,9/4/2025 4:57:27 PM,26.0682677300743,-81.7067537470442,TAMIAMI TRL E                       ,,,E-Bike
26553194,3/14/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Other,8.0,35.0,Editor,Complete,5/11/2026 4:21:17 PM,27.9817306231803,-82.0951214697348,JIM JOHNSON RD                      ,,,E-Bike
26781510,12/31/2024 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,6/11/2026 1:35:58 PM,26.2600138359833,-80.1646846731935,NW 24TH ST                          ,,,E-Scooter
26282192,12/29/2023 12:00:00 AM,Rural,1.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,12/26/2024 1:09:11 PM,27.1578846241858,-80.70767908872,US HIGHWAY 441 SE                   ,,US 441,E-Bike
26547709,10/24/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,45.0,Editor,Preliminary,6/2/2025 11:29:40 AM,28.0598653020619,-82.4262010932675,BRUCE B DOWNS BLVD                  ,,,E-Scooter
26547475,10/26/2024 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Preliminary,12/8/2025 5:44:49 PM,27.6947972262307,-82.4290096038724,21ST AVE SE                         ,,,E-Scooter
26521733,12/21/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,40.0,Editor,Preliminary,4/15/2025 3:31:35 PM,25.8479498788207,-80.3144922332333,W OKEECHOBEE RD                     ,SR 25,US 27,E-Bike
26164859,1/7/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Preliminary,7/2/2024 3:49:37 PM,29.2014556468124,-82.174538178858,NW BLITCHTON RD                     ,SR 500,US 27,E-Bike
26387464,8/16/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,12/30/2024 10:53:25 AM,28.3328831267568,-81.497426130312,W IRLO BRONSON MEMORIAL HWY         ,,US 192,E-Scooter
26454252,4/21/2026 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Preliminary,7/28/2026 6:54:24 PM,25.1131223487895,-80.4228273194489,FLORIDA KEYS SCENIC HWY             ,SR 5,US 1,E-Bike
26371894,4/1/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,11/17/2025 4:23:47 PM,25.1599110758059,-80.3836854261719,FLORIDA KEYS SCENIC HWY             ,,,E-Scooter
27027638,8/12/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,6/5/2026 5:12:08 PM,28.4943737224625,-81.3990519270489,W HOLDEN AVE                        ,,,E-Scooter
27110806,2/23/2026 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Complete,6/17/2026 9:26:29 AM,28.3324270158716,-81.5673386324693,W IRLO BRONSON MEMORIAL HWY         ,SR 530,US 192,Bicycle
26888187,12/6/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,55.0,Editor,Complete,6/9/2026 12:25:27 PM,28.2256303253444,-81.3171593826982,OLD CANOE CREEK RD                  ,CR 525,,E-Scooter
27031390,10/30/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,35.0,Editor,Complete,6/1/2026 1:31:40 PM,28.2003476951898,-80.5960592281548,HIGHWAY A1A                         ,SR A1A,,E-Bike
26946470,2/4/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,25.0,Editor,Complete,5/11/2026 5:18:41 PM,28.8323719057314,-82.3259422233649,S FLORIDA AVE                       ,SR 45,US 41,E-Bike
27047622,9/30/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,5/11/2026 3:48:45 PM,27.9226610358987,-82.3923955944876,CAUSEWAY BLVD                       ,SR 676,,E-Bike
27012351,1/13/2026 12:00:00 AM,Urban,2.0,Minor Collector,6.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,6/17/2026 1:56:39 PM,29.0087346386723,-82.4577955658021,N CITRUS SPRINGS BLVD               ,,,E-Scooter
26993393,5/11/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Other,8.0,30.0,Editor,Complete,5/11/2026 5:38:04 PM,29.1382088226457,-82.0350240509272,HEMLOCK RD                          ,,,E-Bike
27386977,9/20/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,45.0,Editor,Complete,6/8/2026 3:36:23 PM,27.7605941279512,-82.6998193044505,49TH ST S                           ,CR 611,,Bicycle
27324344,11/19/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,45.0,Editor,Complete,5/18/2026 5:48:06 PM,29.6343183187032,-82.3726795552355,SW 34TH ST                          ,SR 121,,E-Bike
27040999,8/20/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,5/18/2026 3:17:18 PM,28.1990260982076,-82.7466837776118,GULF TRACE BLVD                     ,,,E-Bike
26947508,4/25/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,30.0,Editor,Complete,5/15/2026 5:02:06 PM,27.8508111441752,-82.803616263401,86TH AVE N                          ,CR 264,,E-Bike
27022747,9/25/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,40.0,Editor,Complete,6/10/2026 9:49:53 AM,27.4664606878401,-82.5753787828283,14TH ST W                           ,SR 45,USB 41,E-Bike
27072078,2/7/2026 12:00:00 AM,Urban,2.0,Interstate,1.0,State Highway Agency,1.0,On the National Highway System,1.0,Interstate,1.0,55.0,Editor,Complete,5/28/2026 1:16:42 PM,25.8119657915364,-80.1383919494936,JULIA TUTTLE CSWY                   ,SR 112,I 195,E-Scooter
26987979,4/11/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,60.0,Editor,Complete,5/27/2026 12:56:11 PM,30.4895868728052,-81.7874438885114,OLD KINGS RD N                      ,SR 5,US 1,Bicycle
27039614,8/16/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,6/1/2026 1:31:44 PM,28.4935702064034,-80.7783871889859,INDIAN RIVER LAGOON SCENIC HWY      ,SR 5,US 1,Bicycle
27004594,9/2/2025 12:00:00 AM,Rural,1.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,55.0,Editor,Complete,7/14/2026 11:09:33 AM,30.1616892177268,-82.7654943101467,SW PINEMOUNT RD                     ,CR 252,,Bicycle
27069419,12/23/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,6/4/2026 3:09:41 PM,28.4816253523338,-82.6032318330708,TOUCAN TRL                          ,,,E-Bike
27164315,11/27/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,40.0,Editor,Complete,6/8/2026 2:07:27 PM,27.3377030092425,-82.5139612310302,N TUTTLE AVE                        ,,,E-Bike
27049219,10/26/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,6/8/2026 3:21:58 PM,28.1080925172598,-82.7396884684603,US HIGHWAY 19 N                     ,SR 55,US 19 ,E-Bike
26982009,4/15/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,5/11/2026 3:42:09 PM,27.4811457301764,-82.603924606488,21ST AVE W                          ,,,E-Scooter
27019162,7/29/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,45.0,Editor,Complete,5/18/2026 2:55:32 PM,28.2591041394668,-82.6859692317116,MASSACHUSETTS AVE                   ,CR 587,,E-Bike
27318061,3/29/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,6/8/2026 2:05:23 PM,26.120511952365,-80.1448649555907,SW 2ND ST                           ,,,E-Scooter
27365339,12/14/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Editor,Complete,5/19/2026 8:29:32 AM,30.4637055673735,-84.2925485204235,W THARPE ST                         ,CR 158,,E-Bike
26973655,7/1/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,On the National Highway System,1.0,County Road,4.0,45.0,Editor,Complete,5/18/2026 12:56:46 PM,28.9493934245744,-80.8391091832073,TURTLEMOUND RD                      ,CR A1A,,E-Bike
27291140,2/20/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Other,8.0,50.0,Officer,Complete,5/11/2026 6:15:14 PM,26.3494057222789,-80.2121549287878,W PALMETTO PARK RD                  ,,,E-Scooter
26994287,7/13/2025 12:00:00 AM,Urban,2.0,Local,7.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,6/8/2026 3:21:44 PM,27.8246900442857,-82.6971358586688,58TH AVE N                          ,,,E-Bike
27136853,3/28/2026 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,6/12/2026 5:58:08 PM,27.0439109119961,-82.2952320667523,TAMIAMI TRL S                       ,SR 45,US 41,Bicycle
27086747,1/22/2026 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,40.0,Editor,Complete,5/7/2026 9:28:37 AM,28.4720802237109,-81.4362470368384,W OAK RIDGE RD                      ,,,E-Scooter
26931991,9/2/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,50.0,Editor,Complete,12/19/2024 3:55:37 PM,28.0544478991746,-82.3932997991824,E FOWLER AVE                        ,,,E-Scooter
26875725,3/27/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Officer,Complete,5/11/2026 4:40:36 PM,27.9696433861055,-82.4017914721934,N 50TH ST                           ,SR 599,US 41,E-Bike
27273021,3/25/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Complete,6/10/2026 2:14:48 PM,28.24490113243,-81.5791848053094,PINEWOOD DR                         ,,,Bicycle
27010661,8/28/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,65.0,Editor,Complete,6/4/2026 3:09:36 PM,30.0317670254147,-81.4092530905177,US HIGHWAY 1 N                      ,SR 5,US 1,E-Bike
27300686,7/16/2025 12:00:00 AM,Urban,2.0,Minor Collector,6.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Officer,Complete,5/28/2026 6:14:44 PM,26.3350776317067,-80.2112591267964,SANDALFOOT BLVD W                   ,,,E-Scooter
27124896,3/9/2026 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Complete,6/12/2026 5:58:07 PM,27.5321596201096,-82.5607808981458,TAMIAMI TRL                         ,SR 45,US 41,E-Bike
27415767,5/23/2026 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,6/17/2026 3:12:06 PM,25.8640425421528,-80.1239079451684,79TH ST                             ,,,E-Scooter
85887633,8/22/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,40.0,Editor,Complete,1/13/2025 10:53:02 AM,28.0255348642629,-82.4971602259574,W WATERS AVE                        ,,,E-Bike
88489827,4/19/2021 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,40.0,Editor,Complete,1/19/2023 10:21:01 AM,30.4295233701777,-87.3091565773515,W FAIRFIELD DR                      ,SR  727 ,,E-Bike
89610502,3/27/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,50.0,Editor,Complete,8/24/2023 9:48:32 AM,26.5464527991768,-81.8393800294903,BEN C PRATT PKWY                    ,,,E-Scooter
89572237,11/10/2021 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,1/19/2023 10:24:47 AM,28.4550986762731,-81.3647457990611,ORANGE AVE S                        ,SR  527 ,,E-Bike
85447874,1/1/2017 12:00:00 AM,Rural,1.0,Local,7.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Other,8.0,25.0,Editor,Complete,3/5/2025 8:56:28 PM,28.665753228927,-81.5164548368562,W 10TH ST                           ,,,Bicycle
87547344,3/8/2018 12:00:00 AM,Urban,2.0,Major Collector,5.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,3/5/2025 9:42:25 PM,29.211535644789,-82.1155026846837,NE 24TH ST                          ,,,Bicycle
88528345,8/24/2021 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,1/19/2023 10:24:46 AM,24.6694768173785,-81.3479593108191,FLORIDA KEYS SCENIC HWY             ,SR    5 ,US    1 ,E-Bike
87666961,4/6/2018 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,3/5/2025 9:50:32 PM,28.159108773399,-81.9736206520487,US HIGHWAY 98 N                     ,SR   35 ,US   98 ,E-Scooter
89728924,12/29/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,55.0,Editor,Preliminary,7/17/2024 10:36:43 AM,27.5001956048804,-81.7907641309607,E SR-64                             ,SR 64,,E-Bike
89435116,6/12/2020 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,County Road,4.0,45.0,Editor,Not reviewed,6/16/2020 11:13:53 AM,28.0568881641469,-82.5312973126265,FOUR OAKS AVE                       ,,,Bicycle
88551898,8/7/2021 12:00:00 AM,Rural,1.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,1/19/2023 10:24:28 AM,28.8713370949137,-82.0852702748288,E SR-44                             ,SR   44 ,,E-Bike
89742824,2/17/2024 12:00:00 AM,Rural,1.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,55.0,Editor,Complete,12/19/2024 3:55:36 PM,29.7019716434,-81.9130488590694,CR-315                              ,,,E-Scooter
89742965,9/16/2024 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,5/27/2026 12:58:59 PM,29.5152761715886,-81.2229568092418,PINE GROVE DR                       ,,,E-Bike
86841948,7/2/2017 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,3/5/2025 8:39:17 PM,28.0326087654912,-82.4181744568016,E BUSCH BLVD                        ,SR  580 ,,Bicycle
85025276,3/11/2016 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,40.0,Editor,Complete,3/5/2025 7:29:41 PM,25.9460179883691,-80.1626054343397,NE 185TH ST                         ,SR  860 ,,E-Bike
89976650,12/17/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Officer,Complete,5/11/2026 1:55:48 PM,27.9418037625712,-82.4829737282191,S HOWARD AVE                        ,,,E-Scooter
89154382,6/20/2019 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,3/5/2025 11:34:28 PM,27.9472077364563,-82.4364340747509,S 20TH ST                           ,SR   45 ,USB  41 ,E-Scooter
88236457,11/19/2019 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,3/5/2025 11:13:55 PM,27.8792109016401,-82.7870130158439,SEMINOLE BLVD                       ,SR  595 ,USA  19 ,Bicycle
88578113,7/12/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Editor,Complete,10/4/2023 8:51:38 AM,27.6088144804423,-80.3885196571867,4TH ST                              ,,,E-Bike
88431875,1/22/2021 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,1/19/2023 10:17:13 AM,27.2232411035306,-82.4920605108331,S TAMIAMI TRL                       ,SR   45 ,US   41 ,Bicycle
88031556,11/4/2018 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,3/5/2025 10:04:27 PM,27.9962896329446,-82.3913615861202,E HILLSBOROUGH AVE                  ,SR  600 ,US   92 ,Bicycle
89629840,4/7/2023 12:00:00 AM,Rural,1.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,60.0,Editor,Complete,9/13/2023 12:07:33 PM,27.9376690192371,-82.2147585944578,E STATE ROAD 60                     ,,,Bicycle
