REPORT_NUMBER,PREDICTED_MODE_RAW,confidence,primary_cause,cause_other_detail,infrastructure_type,speed_contributing,speed_contributing_detail,SOURCE_FILE,MODE
26102425,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27574200,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,E-Scooter
25908600,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89780870,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26212396,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86665171,Bicyclist,0.95,wrong_way_riding,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26438742,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26947547,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89693211,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85169795,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88920230,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89782908,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25699940,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89835656,Bicyclist,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89433549,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24801969,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85585654,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89404363,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87822212,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86973987,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27221228,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25584196,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88213330,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24930238,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25821395,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86181580,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27193859,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27768627,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26179874,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86753563,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24235772,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88114015,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27381963,Bicyclist,0.95,hit_and_run,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25152759,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86350047,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26294292,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89644692,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26967166,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85895281,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89486713,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25435381,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89261669,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24904877,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87421986,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85572505,Bicyclist,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87737552,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24931421,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26192081,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24999535,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86198878,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86156667,Bicyclist,0.95,low_visibility_no_lights,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25300373,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87715299,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24568173,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88095753,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88484916,Other,0.75,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
85486791,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
25324557,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84933795,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86534295,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87556717,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85195217,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24233929,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88041599,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26478686,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
24591275,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27156049,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27528817,Bicyclist,0.95,wrong_way_riding,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89123570,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24947552,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27218872,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85561620,Bicyclist,0.95,obstructed_sightline,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89415387,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24849971,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24775308,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89077171,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85466330,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88650370,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88844075,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88529292,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24307731,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25949412,Bicyclist,0.95,sidewalk_driveway_conflict,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87203629,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88609484,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87046973,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86826578,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26351232,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24098722,E-bike,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,E-Bike
85013983,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,multi_use_path,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26558424,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24234892,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25116316,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86999676,Bicyclist,0.95,obstructed_sightline,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24252597,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86587920,Bicyclist,0.95,wrong_way_riding,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24010260,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27496751,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26775944,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27566079,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85554861,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88467778,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
27210234,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85276742,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24805270,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25340358,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24306255,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89082455,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89883487,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87628109,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88785902,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88156782,Bicyclist,0.95,rear_end_following_too_close,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26337742,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24998453,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
85251270,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88760603,Bicyclist,0.95,hit_and_run,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87891642,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24628413,Bicyclist,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26186409,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87262836,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24875721,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24264798,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24880916,Bicyclist,0.95,driver_failed_to_yield_turning,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26865014,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25585177,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24020344,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27089442,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89445691,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84241083,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
82102410,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25977137,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87693625,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87150881,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86641904,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27285650,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27648675,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
89312261,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87482624,Other,0.75,driver_failed_to_yield_turning,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
84879171,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26495242,Bicyclist,0.95,insufficient_information,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25070629,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26006786,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88752948,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86533494,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27196851,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87425249,Bicyclist,0.95,hit_and_run,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24206405,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85946096,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85444185,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85835090,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"The narrative states that the bicyclist was 'traveling at a speed that was not prudent for the conditions and potential for crossing traffic,' indicating that speed contributed to the crash.",multilabel_RegBike_cause,Bicycle
87530825,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25172761,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88615122,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89804450,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88301906,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89404726,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88598718,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89760959,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86769484,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87743253,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"Witness 1 (W1) stated she observed P1 and W2 racing their bicycles down the sidewalk, indicating that P1 was riding fast on the sidewalk.",multilabel_RegBike_cause,Bicycle
88007518,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
86824729,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27268220,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86912396,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,"Witness noted the bicyclist was moving 'somewhat quickly,' but there is no clear indication if this speed contributed to the crash.",multilabel_RegBike_cause,Bicycle
87905508,Bicyclist,0.95,insufficient_information,,multi_use_path,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26718247,Other,0.75,non_motorist_ran_stop_sign_or_signal,,unknown,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
25969492,Bicyclist,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88169457,Bicyclist,0.95,insufficient_information,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25559756,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24892576,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86885051,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27031737,Bicyclist,0.95,insufficient_information,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85846014,Bicyclist,0.95,low_visibility_no_lights,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25547305,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,yes,D1 was driving at a high rate of speed approaching the intersection.,multilabel_RegBike_cause,Bicycle
89063508,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87285155,Bicyclist,0.95,rear_end_following_too_close,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24006824,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87370339,Bicyclist,0.95,sidewalk_driveway_conflict,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88150455,Bicyclist,0.95,low_visibility_no_lights,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89399314,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25091738,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"O1 was traveling on the sidewalk at a high rate of speed, which contributed to the crash.",multilabel_RegBike_cause,Other
24117001,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"NM01 stated he could not stop in enough time because he does not have brakes on his bicycle, indicating excessive speed for the conditions, especially on a sidewalk.",multilabel_RegBike_cause,Bicycle
87359429,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
